AÑ;PERIODO;FECHA DE EMISION;FECHA DE VENCIMIENTO;CODIGO DE CLIENTE;CLIENTE;Indicador;DE_TIPO_DOCU;N° DOCUMENT;MONEDA;TIPO DE  CAMBIO;BASE IMPONIBLE;IGV;TOTAL;BASE IMPONIBLE SOLES;IGV SOLES;TOTAL SOLES;TIPO DE PAGO;CONDICION DE PAGO;DE_TIPO_DOCU;N° DOCUMENT;MONEDA;TIPO DE CAMBIO;BASE IMPONIBLE;IGV;TOTAL;BASE IMPONIBLE SOLES;IGV SOLES;TOTAL SOLES;VENDEDORES
2025;2025-05;30/05/2025;29/06/2025;20501158012;FILTROS SAN JORGE S.A.C.;1;FACTURA;F001-00043591;USD;3.64;212.52;38.25;250.77;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;4/06/2025;4/07/2025;20501158012;FILTROS SAN JORGE S.A.C.;1;FACTURA;F001-00043625;USD;3.63;988;177.84;1,165.84;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;5/06/2025;5/07/2025;20501158012;FILTROS SAN JORGE S.A.C.;1;FACTURA;F001-00043653;USD;3.62;313.56;56.44;370;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;20/06/2025;20/06/2025;20551992722;CORPORACION MACMINING E.I.R.L.;1;FACTURA;F001-00043838;USD;3.6;612.99;110.34;723.33;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-04;28/04/2025;28/05/2025;20134690080;FAMAI SEAL JET S.A.C.;1;FACTURA;F001-00043169;USD;3.67;1,417.28;255.11;1,672.39;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-05;13/05/2025;12/06/2025;20134690080;FAMAI SEAL JET S.A.C.;1;FACTURA;F001-00043353;USD;3.66;1,376.00;247.68;1,623.68;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-05;12/05/2025;11/06/2025;20134690080;FAMAI SEAL JET S.A.C.;1;FACTURA;F001-00043334;USD;3.65;1,583.43;285.02;1,868.45;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-05;14/05/2025;13/06/2025;20134690080;FAMAI SEAL JET S.A.C.;1;FACTURA;F001-00043369;USD;3.66;688;123.84;811.84;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-07;10/07/2025;10/07/2025;20605520945;NEGOCIOS INKA E.I.R.L.;1;FACTURA;F001-00044053;USD;3.56;0;0;0;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;JACKELINE PANDO
2025;2025-06;20/06/2025;20/06/2025;20605431144;DRILLING FORCE E.I.R.L.;1;FACTURA;F001-00043837;USD;3.6;2,629.46;473.3;3,102.76;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
2025;2025-03;11/03/2025;10/04/2025;20514165972;SFP DRILLING S.A.C.;1;FACTURA;F001-00042715;USD;3.67;633.72;114.07;747.79;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-05;13/05/2025;12/06/2025;20514165972;SFP DRILLING S.A.C.;1;FACTURA;F001-00043356;USD;3.66;369.6;66.53;436.13;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-06;27/06/2025;27/07/2025;20422102770;ETEX PERU S.A.C.;1;FACTURA;F001-00043931;USD;3.57;4,500.00;810;5,310.00;0;0;0;CREDITO;Factura a 30 día;NOTA DE CRÉDIT;F001-00001808;USD;3.572;-4,500.00;-810;-5,310.00;0;0;0;ISAAC OSORIO
2025;2025-06;11/06/2025;11/06/2025;20603578474;SIERRA DRILLING S.A.C.;1;FACTURA;F001-00043728;USD;3.64;252.82;45.51;298.33;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-06;11/06/2025;11/06/2025;20603578474;SIERRA DRILLING S.A.C.;1;FACTURA;F001-00043729;USD;3.64;505.64;91.02;596.66;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-06;11/06/2025;11/06/2025;20603578474;SIERRA DRILLING S.A.C.;1;FACTURA;F001-00043730;USD;3.64;252.82;45.51;298.33;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-06;11/06/2025;11/06/2025;20603578474;SIERRA DRILLING S.A.C.;1;FACTURA;F001-00043731;USD;3.64;252.82;45.51;298.33;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-05;26/05/2025;10/06/2025;20100179807;HOLCIM PERU SOLUCIONES S.A.;1;FACTURA;F001-00043504;USD;3.67;8,908.81;1,603.59;10,512.40;0;0;0;CREDITO;Factura a 15 día;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
2025;2025-06;11/06/2025;11/06/2025;20612428957;SMART MINING SOLUTIONS E.I.R.L.;1;FACTURA;F001-00043732;USD;3.64;7,170.30;1,290.65;8,460.95;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
2025;2025-05;9/05/2025;8/06/2025;20120858425;POWER S.A.C.;1;FACTURA;F001-00043329;USD;3.65;40;7.2;47.2;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-05;12/05/2025;11/06/2025;20120858425;POWER S.A.C.;1;FACTURA;F001-00043333;USD;3.65;12.18;2.19;14.37;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-05;12/05/2025;11/06/2025;20120858425;POWER S.A.C.;1;FACTURA;F001-00043337;USD;3.65;487.27;87.71;574.98;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;13/06/2025;13/06/2025;20481679851;DEZA JACOBS E.I.R.L.;1;FACTURA;F001-00043769;USD;3.62;120;21.6;141.6;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-05;7/05/2025;6/06/2025;20131376503;SERVIC NAC DE ADIESTRAM EN TRABAJ INDUST;1;FACTURA;F001-00043294;USD;3.66;2,320.00;417.6;2,737.60;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
2025;2025-04;29/04/2025;29/05/2025;20481952965;FABRICACION Y SERVICIOS MULTIPLES UCEDA SAC;1;FACTURA;F001-00043176;USD;3.67;7,334.89;1,320.28;8,655.17;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-04;30/04/2025;30/05/2025;20481952965;FABRICACION Y SERVICIOS MULTIPLES UCEDA SAC;1;FACTURA;F001-00043209;USD;3.67;4,007.25;721.31;4,728.56;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-04;30/04/2025;30/05/2025;20481952965;FABRICACION Y SERVICIOS MULTIPLES UCEDA SAC;1;FACTURA;F001-00043218;USD;3.67;1,147.27;206.51;1,353.78;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-05;5/05/2025;4/06/2025;20481952965;FABRICACION Y SERVICIOS MULTIPLES UCEDA SAC;1;FACTURA;F001-00043271;USD;3.67;858.65;154.56;1,013.21;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-07;17/07/2025;17/07/2025;20506912921;HYDROMAQ S.A.C.;1;FACTURA;F001-00044125;USD;3.56;559.02;100.62;659.64;0;0;0;CONTADO;Contado;NOTA DE CRÉDIT;F001-00001810;USD;3.56;-559.02;-100.62;-659.64;0;0;0;CRISTHIAN VEGA
2026;2026-01;21/01/2026;21/01/2026;20603726091;TECNICAS EN INGENIERIA OLEOHIDRAULICAS S.A.C.;1;FACTURA;F001-00046097;USD;3.36;39.5;7.11;46.61;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-04;30/04/2025;14/06/2025;20549781030;CORPORACION A & P S.A.C.;1;FACTURA;F001-00043210;USD;3.67;7,761.79;1,397.12;9,158.91;0;0;0;CREDITO;Factura a 45 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;30/06/2025;30/06/2025;20554980831;INGETROL COMERCIAL S.A.C.;1;FACTURA;F001-00043968;USD;3.55;182.49;32.85;215.34;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-06;17/06/2025;17/06/2025;20607753459;RPP TEC S.A.C.;1;FACTURA;F001-00043789;USD;3.61;395.64;71.22;466.86;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-05;23/05/2025;22/06/2025;20602078672;BOSCH REXROTH S.A.C.;1;FACTURA;F001-00043497;USD;3.67;17,906.11;3,223.10;21,129.21;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-04;23/04/2025;23/05/2025;20502351908;OPP FILM S.A.;1;FACTURA;F001-00043149;USD;3.7;250;45;295;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ISAAC OSORIO
2025;2025-05;14/05/2025;13/06/2025;20502351908;OPP FILM S.A.;1;FACTURA;F001-00043374;USD;3.66;136.8;24.62;161.42;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ISAAC OSORIO
2025;2025-04;23/04/2025;23/05/2025;20548179832;FLUID MECHANICS COMPANY S.A.C. - FLUIMEC S.A.C.;1;FACTURA;F001-00043146;USD;3.7;3,153.31;567.6;3,720.91;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-04;23/04/2025;23/05/2025;20548179832;FLUID MECHANICS COMPANY S.A.C. - FLUIMEC S.A.C.;1;FACTURA;F001-00043148;USD;3.7;234.56;42.22;276.78;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-04;30/04/2025;30/05/2025;20548179832;FLUID MECHANICS COMPANY S.A.C. - FLUIMEC S.A.C.;1;FACTURA;F001-00043207;USD;3.67;1,797.17;323.49;2,120.66;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;27/06/2025;27/06/2025;20612679640;GEOTECH DRILLING PRODUCTS S.A.C.;1;FACTURA;F001-00043918;USD;3.57;1,444.40;259.99;1,704.39;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-06;5/06/2025;5/07/2025;20601274389;ESVATE CORPORATION SOCIEDAD ANONIMA CERRADA;1;FACTURA;F001-00043654;USD;3.62;2,765.07;497.71;3,262.78;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-06;6/06/2025;6/07/2025;20601925444;GELMANT PERU S.A.C.;1;FACTURA;F001-00043673;USD;3.63;210.6;37.91;248.51;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-06;17/06/2025;17/07/2025;20546918310;W. ANGELES SERVICIOS GENERALES S.A.C.;1;FACTURA;F001-00043794;USD;3.61;1,419.90;255.58;1,675.48;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-07;17/07/2025;17/07/2025;20612975834;MAQUINARIAS HIDRAULICAS OZOONO S.A.C.;1;FACTURA;F001-00044131;USD;3.56;747.64;134.58;882.22;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;3/06/2025;3/07/2025;10421261496;ZARATE GUERRA DANNY JOHAN;1;FACTURA;F001-00043620;USD;3.63;3,552.00;639.36;4,191.36;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-07;31/07/2025;31/07/2025;20542537532;CORPORACION AGROFORESTAL SIGS S.A.C;1;FACTURA;F001-00044307;USD;3.57;0;0;0;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;HILDER ALIAGA
2025;2025-07;31/07/2025;31/07/2025;20551060536;OPERACIONES B Y Q S.A.C.;1;FACTURA;F001-00044285;USD;3.57;172.34;31.02;203.36;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;25/06/2025;24/08/2025;20546918310;W. ANGELES SERVICIOS GENERALES S.A.C.;1;FACTURA;F001-00043889;USD;3.58;3,872.40;697.03;4,569.43;0;0;0;CREDITO;Factura a 60 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;10/06/2025;10/07/2025;20522747298;OLEOHIDRAULICS SERVICES S.A.C.;1;FACTURA;F001-00043704;USD;3.65;468.62;84.35;552.97;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
2025;2025-06;5/06/2025;5/07/2025;20101030963;SULLAIR DEL PACIFICO S.A.C.;1;FACTURA;F001-00043657;USD;3.62;87.39;15.73;103.12;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-06;5/06/2025;5/07/2025;20101030963;SULLAIR DEL PACIFICO S.A.C.;1;FACTURA;F001-00043658;USD;3.62;106.81;19.23;126.04;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-06;5/06/2025;5/07/2025;20101030963;SULLAIR DEL PACIFICO S.A.C.;1;FACTURA;F001-00043659;USD;3.62;77.68;13.98;91.66;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-07;3/07/2025;3/07/2025;20426457882;INSTRUMENTATION VALVE & FITTING SOCIEDAD ANONIMA;1;FACTURA;F001-00044004;USD;3.56;1,659.15;298.65;1,957.80;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;CRISTHIAN VEGA
2025;2025-06;24/06/2025;24/06/2025;20522473571;TERMINALES PORTUARIOS EUROANDINOS PAITA S.A.;1;FACTURA;F001-00043879;USD;3.61;295.01;53.1;348.11;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;24/06/2025;24/07/2025;20101030963;SULLAIR DEL PACIFICO S.A.C.;1;FACTURA;F001-00043880;USD;3.61;2,110.00;379.8;2,489.80;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-06;30/06/2025;30/07/2025;20101030963;SULLAIR DEL PACIFICO S.A.C.;1;FACTURA;F001-00043950;USD;3.55;2,110.00;379.8;2,489.80;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;CLAUDIO BALDEON
2025;2025-06;19/06/2025;19/06/2025;20601889740;TECNOLOGIA PARA LA MINERIA E INDUSTRIA S.A.C.;1;FACTURA;F001-00043818;USD;3.6;496.89;89.44;586.33;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;19/06/2025;19/06/2025;20601889740;TECNOLOGIA PARA LA MINERIA E INDUSTRIA S.A.C.;1;FACTURA;F001-00043827;USD;3.6;41;7.38;48.38;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-07;15/07/2025;15/07/2025;20601889740;TECNOLOGIA PARA LA MINERIA E INDUSTRIA S.A.C.;1;FACTURA;F001-00044104;USD;3.57;584;105.12;689.12;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-07;17/07/2025;17/07/2025;20601889740;TECNOLOGIA PARA LA MINERIA E INDUSTRIA S.A.C.;1;FACTURA;F001-00044123;USD;3.56;390;70.2;460.2;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-07;17/07/2025;17/07/2025;20601889740;TECNOLOGIA PARA LA MINERIA E INDUSTRIA S.A.C.;1;FACTURA;F001-00044130;USD;3.56;150;27;177;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-07;17/07/2025;17/07/2025;20601889740;TECNOLOGIA PARA LA MINERIA E INDUSTRIA S.A.C.;1;FACTURA;F001-00044132;USD;3.56;301;54.18;355.18;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;3/06/2025;3/07/2025;20608371134;COMPAÑIA COLMER S.A.C;1;FACTURA;F001-00043617;USD;3.63;97.18;17.49;114.67;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;11/06/2025;11/07/2025;20608371134;COMPAÑIA COLMER S.A.C;1;FACTURA;F001-00043725;USD;3.64;3,154.82;567.87;3,722.69;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;11/06/2025;11/07/2025;20608371134;COMPAÑIA COLMER S.A.C;1;FACTURA;F001-00043722;USD;3.64;2,550.60;459.11;3,009.71;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;17/06/2025;17/07/2025;20608371134;COMPAÑIA COLMER S.A.C;1;FACTURA;F001-00043798;USD;3.61;237.13;42.68;279.81;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;19/06/2025;19/07/2025;20608371134;COMPAÑIA COLMER S.A.C;1;FACTURA;F001-00043820;USD;3.6;30;5.4;35.4;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;27/06/2025;27/07/2025;20608371134;COMPAÑIA COLMER S.A.C;1;FACTURA;F001-00043932;USD;3.57;297.1;53.48;350.58;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-07;1/07/2025;31/07/2025;20608371134;COMPAÑIA COLMER S.A.C;1;FACTURA;F001-00043980;USD;3.55;221.6;39.89;261.49;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;3/06/2025;3/07/2025;20602078672;BOSCH REXROTH S.A.C.;1;FACTURA;F001-00043619;USD;3.63;1,657.68;298.38;1,956.06;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;25/06/2025;25/07/2025;20602078672;BOSCH REXROTH S.A.C.;1;FACTURA;F001-00043900;USD;3.58;3,409.11;613.64;4,022.75;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-03;4/03/2025;18/04/2025;20516377047;ONLINK SOCIEDAD ANONIMA CERRADA;1;FACTURA;F001-00042668;USD;3.69;155.54;28;183.54;0;0;0;CREDITO;Factura a 45 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-04;3/04/2025;18/05/2025;20516377047;ONLINK SOCIEDAD ANONIMA CERRADA;1;FACTURA;F001-00042969;USD;3.68;369.6;66.53;436.13;0;0;0;CREDITO;Factura a 45 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-05;20/05/2025;19/06/2025;20514165972;SFP DRILLING S.A.C.;1;FACTURA;F001-00043431;USD;3.69;369.6;66.53;436.13;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-05;21/05/2025;20/06/2025;20514165972;SFP DRILLING S.A.C.;1;FACTURA;F001-00043445;USD;3.69;95.19;17.13;112.32;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-05;29/05/2025;28/06/2025;20514165972;SFP DRILLING S.A.C.;1;FACTURA;F001-00043555;USD;3.65;875.24;157.54;1,032.78;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-05;29/05/2025;28/06/2025;20514165972;SFP DRILLING S.A.C.;1;FACTURA;F001-00043556;USD;3.65;91.62;16.49;108.11;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-06;11/06/2025;11/07/2025;20514165972;SFP DRILLING S.A.C.;1;FACTURA;F001-00043739;USD;3.64;20.8;3.74;24.54;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;KLEBER SANTA CRUZ
2025;2025-05;15/05/2025;14/06/2025;20554624881;SMS FLORES S.A.C.;1;FACTURA;F001-00043386;USD;3.68;3,955.00;711.9;4,666.90;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-05;16/05/2025;15/06/2025;20554624881;SMS FLORES S.A.C.;1;FACTURA;F001-00043406;USD;3.69;3,955.00;711.9;4,666.90;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-05;15/05/2025;29/06/2025;20554624881;SMS FLORES S.A.C.;1;FACTURA;F001-00043387;USD;3.68;3,955.00;711.9;4,666.90;0;0;0;CREDITO;Factura a 45 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;9/06/2025;9/07/2025;20470059738;ENERGIA PERUANA S.A.C.;1;FACTURA;F001-00043690;USD;3.65;864;155.52;1,019.52;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;9/06/2025;9/07/2025;20470059738;ENERGIA PERUANA S.A.C.;1;FACTURA;F001-00043691;USD;3.65;576;103.68;679.68;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;9/06/2025;9/07/2025;20470059738;ENERGIA PERUANA S.A.C.;1;FACTURA;F001-00043692;USD;3.65;864;155.52;1,019.52;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;9/06/2025;9/07/2025;20470059738;ENERGIA PERUANA S.A.C.;1;FACTURA;F001-00043693;USD;3.65;1,728.00;311.04;2,039.04;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;13/06/2025;13/07/2025;20470059738;ENERGIA PERUANA S.A.C.;1;FACTURA;F001-00043775;USD;3.62;576;103.68;679.68;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;26/06/2025;26/07/2025;20470059738;ENERGIA PERUANA S.A.C.;1;FACTURA;F001-00043917;USD;3.58;1,880.77;338.54;2,219.31;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-07;11/07/2025;11/07/2025;20492558886;PRODUCTOS Y SERVICIOS TECNICOS (PERU) S.A.C.;1;FACTURA;F001-00044062;USD;3.56;140.88;25.36;166.24;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-07;31/07/2025;31/07/2025;20492558886;PRODUCTOS Y SERVICIOS TECNICOS (PERU) S.A.C.;1;FACTURA;F001-00044271;USD;3.57;281.76;50.72;332.48;0;0;0;CONTADO;Contado;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;6/06/2025;6/07/2025;20120858425;POWER S.A.C.;1;FACTURA;F001-00043674;USD;3.63;487.27;87.71;574.98;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;26/06/2025;26/07/2025;20548179832;FLUID MECHANICS COMPANY S.A.C. - FLUIMEC S.A.C.;1;FACTURA;F001-00043914;USD;3.58;3,124.10;562.34;3,686.44;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;26/06/2025;26/07/2025;20548179832;FLUID MECHANICS COMPANY S.A.C. - FLUIMEC S.A.C.;1;FACTURA;F001-00043915;USD;3.58;1,923.03;346.15;2,269.18;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;27/06/2025;27/07/2025;20548179832;FLUID MECHANICS COMPANY S.A.C. - FLUIMEC S.A.C.;1;FACTURA;F001-00043934;USD;3.57;116.95;21.05;138;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-05;27/05/2025;11/07/2025;20549781030;CORPORACION A & P S.A.C.;1;FACTURA;F001-00043519;USD;3.67;5,433.25;977.99;6,411.24;0;0;0;CREDITO;Factura a 45 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-05;23/05/2025;7/07/2025;20549781030;CORPORACION A & P S.A.C.;1;FACTURA;F001-00043485;USD;3.67;1,164.27;209.57;1,373.84;0;0;0;CREDITO;Factura a 45 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-05;23/05/2025;7/07/2025;20549781030;CORPORACION A & P S.A.C.;1;FACTURA;F001-00043486;USD;3.67;1,164.27;209.57;1,373.84;0;0;0;CREDITO;Factura a 45 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-06;11/06/2025;11/07/2025;20501158012;FILTROS SAN JORGE S.A.C.;1;FACTURA;F001-00043723;USD;3.64;1,108.80;199.58;1,308.38;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-07;7/07/2025;6/08/2025;20501158012;FILTROS SAN JORGE S.A.C.;1;FACTURA;F001-00044023;USD;3.56;871.56;156.88;1,028.44;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
2025;2025-07;11/07/2025;10/08/2025;20501158012;FILTROS SAN JORGE S.A.C.;1;FACTURA;F001-00044071;USD;3.56;720.72;129.73;850.45;0;0;0;CREDITO;Factura a 30 día;OTROS;;;0;0;0;0;0;0;0;ROBSON MOSCOSO
